0,1,2
1906.8372,21121.756,38.9462
1906.8429,21121.754,38.94713
1906.8486,21121.754,38.94752
1906.8525,21121.752,38.94303
1906.8588,21121.752,38.945393
1906.864,21121.75,38.944164
1906.8708,21121.748,38.947674
1906.8762,21121.748,38.94695
1906.8804,21121.746,38.944
1906.8875,21121.746,38.947746
1906.8925,21121.744,38.94664
1906.8973,21121.742,38.945328
1906.9042,21121.742,38.94893
1906.9095,21121.74,38.94852
1906.9141,21121.74,38.94634
1906.919,21121.738,38.944546
1906.926,21121.736,38.94891
1906.9312,21121.736,38.948647
1906.937,21121.734,38.94972
1906.9426,21121.734,38.950123
1906.9481,21121.732,38.95083
1906.9534,21121.732,38.95056
1906.9583,21121.73,38.94861
1906.9647,21121.729,38.95168
1906.9696,21121.729,38.95078
1906.9756,21121.727,38.952686
1906.9807,21121.727,38.951504
1906.9866,21121.725,38.953747
1906.9917,21121.723,38.95257
1906.9968,21121.723,38.95219
1907.0006,21121.72,38.947773
1907.0082,21121.72,38.95453
1907.0126,21121.719,38.95153
1907.018,21121.719,38.952408
1907.023,21121.717,38.951107
1907.029,21121.715,38.953865
1907.0344,21121.715,38.954563
1907.039,21121.713,38.951847
1907.0448,21121.713,38.953953
1907.05,21121.71,38.95417
1907.0544,21121.71,38.95127
1907.0607,21121.709,38.954105
1907.0656,21121.709,38.953148
1907.071,21121.707,38.954144
1907.0758,21121.705,38.95297
1907.0808,21121.705,38.95177
1907.0873,21121.703,38.956676
1907.0919,21121.703,38.954556
1907.0981,21121.701,38.957996
1907.1029,21121.701,38.95716
1907.1082,21121.7,38.957237
1907.1136,21121.7,38.958313
1907.119,21121.697,38.959667
1907.1233,21121.695,38.95594
1907.1289,21121.695,38.95751
1907.1345,21121.693,38.960148
1907.1394,21121.693,38.9586
1907.1438,21121.691,38.955883
1907.1498,21121.691,38.958714
1907.1548,21121.69,38.958977
1907.1599,21121.69,38.95893
1907.1648,21121.688,38.95795
1907.1698,21121.688,38.95798
1907.175,21121.686,38.958225
1907.1804,21121.684,38.95922
1907.1857,21121.684,38.96074
1907.1909,21121.682,38.961277
1907.1953,21121.682,38.95816
1907.2012,21121.68,38.962166
1907.2062,21121.68,38.96175
1907.2115,21121.678,38.963062
1907.2162,21121.678,38.961487
1907.2213,21121.676,38.96161
1907.2266,21121.676,38.96221
1907.2311,21121.674,38.960167
1907.2363,21121.672,38.96156
1907.2411,21121.672,38.960514
1907.2461,21121.67,38.959694
1907.251,21121.67,38.95992
1907.2563,21121.668,38.961334
1907.262,21121.668,38.964233
1907.267,21121.666,38.964985
1907.272,21121.666,38.96472
1907.2761,21121.664,38.960308
1907.2815,21121.664,38.962555
1907.2867,21121.662,38.964054
1907.292,21121.662,38.96481
1907.2974,21121.66,38.965298
1907.302,21121.66,38.965675
1907.306,21121.658,38.96084
1907.3116,21121.656,38.963856
1907.3165,21121.656,38.964478
1907.3217,21121.654,38.96507
1907.3268,21121.654,38.965923
1907.3315,21121.652,38.965336
1907.3367,21121.652,38.96621
1907.3417,21121.65,38.966354
1907.3463,21121.65,38.965557
1907.3503,21121.648,38.960304
1907.3556,21121.648,38.96122
1907.3612,21121.646,38.965607
1907.3662,21121.646,38.966576
1907.3707,21121.645,38.96433
1907.3756,21121.645,38.965065
1907.3804,21121.643,38.964077
1907.3853,21121.643,38.963326
1907.3907,21121.64,38.96681
1907.3959,21121.64,38.968826
1907.4008,21121.639,38.969116
1907.4058,21121.639,38.969402
1907.4103,21121.637,38.96751
1907.415,21121.637,38.967083
1907.4203,21121.635,38.968647
1907.4244,21121.635,38.965046
1907.4297,21121.633,38.966877
1907.4347,21121.63,38.967983
1907.4393,21121.63,38.96689
1907.4446,21121.629,38.9705
1907.4492,21121.629,38.96766
1907.454,21121.627,38.967075
1907.4587,21121.627,38.96651
1907.4637,21121.625,38.96744
1907.4688,21121.625,38.968616
1907.4734,21121.623,38.968597
1907.4784,21121.623,38.9688
1907.4833,21121.621,38.96903
1907.488,21121.621,38.969276
1907.4924,21121.62,38.96505
1907.4973,21121.62,38.964806
1907.5026,21121.617,38.96981
1907.5072,21121.617,38.968597
1907.5121,21121.615,38.968636
1907.5168,21121.615,38.9697
1907.5219,21121.613,38.97075
1907.5262,21121.613,38.965843
1907.5312,21121.611,38.965424
1907.5359,21121.611,38.965534
1907.541,21121.61,38.96987
1907.5458,21121.61,38.97075
1907.5507,21121.607,38.970375
1907.5554,21121.607,38.970264
1907.5604,21121.605,38.97165
1907.565,21121.605,38.969833
1907.57,21121.604,38.970493
1907.5748,21121.604,38.971924
1907.5795,21121.602,38.971622
1907.5842,21121.602,38.969578
1907.5891,21121.6,38.97154
1907.594,21121.6,38.972256
1907.5985,21121.598,38.970005
1907.6033,21121.598,38.96625
1907.6083,21121.596,38.971
1907.613,21121.596,38.97227
1907.6178,21121.594,38.972797
1907.6226,21121.594,38.970333
1907.6274,21121.592,38.974888
1907.6322,21121.592,38.973694
1907.637,21121.59,38.973015
1907.6414,21121.59,38.966354
1907.6465,21121.588,38.972687
1907.6512,21121.588,38.972286
1907.656,21121.586,38.973152
1907.6608,21121.586,38.973274
1907.6656,21121.584,38.97241
1907.6702,21121.584,38.969307
1907.675,21121.582,38.972206
1907.6798,21121.582,38.971123
1907.6846,21121.58,38.974045
1907.6893,21121.58,38.972733
1907.6942,21121.578,38.971928
1907.6989,21121.578,38.973385
1907.7036,21121.576,38.97235
1907.7084,21121.576,38.97058
1907.7131,21121.574,38.97157
1907.7179,21121.574,38.971066
1907.7228,21121.572,38.971577
1907.7275,21121.57,38.967598
1907.7322,21121.57,38.972874
1907.737,21121.57,38.972416
1907.7418,21121.568,38.972717
1907.7466,21121.566,38.970528
1907.7512,21121.566,38.974598
1907.7562,21121.566,38.973434
1907.7607,21121.564,38.975273
1907.7656,21121.564,38.973377
1907.7704,21121.562,38.971745
1907.7753,21121.56,38.97362
1907.7799,21121.56,38.9725
1907.7848,21121.559,38.9719
1907.7896,21121.559,38.972305
1907.7942,21121.557,38.973717
1907.799,21121.557,38.976143
1907.804,21121.555,38.97159
1907.8085,21121.555,38.974277
1907.8134,21121.553,38.97224
1907.8181,21121.553,38.97321
1907.8228,21121.55,38.973434
1907.8278,21121.55,38.970432
1907.8324,21121.549,38.97293
1907.8372,21121.549,38.972687
1907.8419,21121.547,38.973457
1907.8469,21121.547,38.9725
1907.8517,21121.545,38.972042
1907.8564,21121.545,38.970345
1907.8613,21121.543,38.968914
1907.8661,21121.543,38.968983
1907.8707,21121.541,38.97256
1907.8756,21121.541,38.971912
1907.8804,21121.54,38.97302
1907.8851,21121.54,38.97163
1907.8899,21121.537,38.973007
1907.8948,21121.537,38.972652
1907.8995,21121.535,38.971046
1907.9043,21121.535,38.97146
1907.9092,21121.533,38.971638
1907.9141,21121.533,38.968315
1907.9191,21121.531,38.968018
1907.9237,21121.531,38.969963
1907.9286,21121.53,38.967678
1907.9333,21121.53,38.9694
1907.9382,21121.527,38.96939
1907.943,21121.527,38.97063
1907.9479,21121.525,38.968887
1907.9526,21121.525,38.969906
1907.9574,21121.523,38.97118
1907.9623,21121.523,38.969963
1907.9669,21121.521,38.971756
1907.9719,21121.521,38.97108
1907.9767,21121.52,38.969643
1907.9816,21121.52,38.96998
1907.9866,21121.518,38.969334
1907.9911,21121.518,38.970913
1907.9965,21121.516,38.966564
1908.0013,21121.516,38.96794
1908.006,21121.514,38.967808
1908.0106,21121.514,38.970448
1908.0155,21121.512,38.970356
1908.0208,21121.51,38.967567
1908.0254,21121.51,38.96822
1908.0304,21121.508,38.96842
1908.0356,21121.508,38.96541
1908.0398,21121.508,38.970055
1908.0449,21121.506,38.96905
1908.0494,21121.504,38.97127
1908.0544,21121.504,38.970016
1908.0593,21121.502,38.970516
1908.0645,21121.502,38.969563
1908.0697,21121.5,38.965862
1908.0751,21121.5,38.96321
1908.0795,21121.498,38.96696
1908.0841,21121.498,38.967754
1908.089,21121.496,38.968075
1908.0945,21121.496,38.96547
1908.0994,21121.494,38.96507
1908.1044,21121.494,38.964672
1908.1091,21121.492,38.96554
1908.1141,21121.492,38.965687
1908.119,21121.49,38.965313
1908.1235,21121.49,38.968174
1908.1289,21121.488,38.965897
1908.1335,21121.488,38.966778
1908.1384,21121.486,38.967716
1908.1433,21121.486,38.967907
1908.1486,21121.484,38.96639
1908.1536,21121.482,38.96612
1908.1587,21121.482,38.965637
1908.1644,21121.48,38.9607
1908.1687,21121.48,38.965137
1908.1737,21121.479,38.964916
1908.179,21121.479,38.964237
1908.1837,21121.477,38.96425
1908.1881,21121.477,38.967743
1908.1938,21121.475,38.964634
1908.1989,21121.475,38.963703
1908.2034,21121.473,38.9665
1908.2096,21121.47,38.961
1908.2135,21121.47,38.96572
1908.2186,21121.47,38.965115
1908.2238,21121.469,38.965515
1908.2289,21121.469,38.963913
1908.2335,21121.467,38.966534
1908.2383,21121.467,38.967678
1908.2437,21121.465,38.966137
1908.249,21121.463,38.96488
1908.2543,21121.463,38.96437
1908.2599,21121.46,38.962166
1908.2648,21121.46,38.962616
1908.2694,21121.459,38.96432
1908.2739,21121.459,38.967014
1908.2798,21121.457,38.963367
1908.2848,21121.457,38.963898
1908.2898,21121.455,38.964443
1908.2955,21121.453,38.961063
1908.3011,21121.453,38.95996
1908.305,21121.453,38.96463
1908.3107,21121.451,38.96307
1908.316,21121.45,38.96167
1908.3218,21121.45,38.959652
1908.3262,21121.447,38.962673
1908.3312,21121.447,38.96303
1908.3363,21121.445,38.963184
1908.3412,21121.445,38.964344
1908.3467,21121.443,38.962788
1908.3518,21121.443,38.96324
1908.3583,21121.441,38.95864
1908.3623,21121.44,38.96219
1908.3676,21121.44,38.962437
1908.3733,21121.438,38.960762
1908.3782,21121.438,38.961475
1908.3834,21121.436,38.961494
1908.3894,21121.436,38.959415
1908.3939,21121.434,38.961613
1908.3993,21121.434,38.960934
1908.4045,21121.432,38.961006
1908.4102,21121.43,38.960182
1908.4138,21121.43,38.96499
1908.421,21121.428,38.9587
1908.426,21121.428,38.95978
1908.4305,21121.426,38.96179
1908.4368,21121.426,38.959103
1908.4415,21121.424,38.960953
1908.4469,21121.424,38.960617
1908.4519,21121.422,38.961525
1908.4563,21121.422,38.964832
1908.4626,21121.42,38.960953
1908.4684,21121.418,38.96027
1908.4734,21121.418,38.96122
1908.4788,21121.416,38.96074
1908.4844,21121.416,38.960056
1908.4895,21121.414,38.961323
1908.4944,21121.414,38.962784
1908.5005,21121.412,38.96048
1908.5061,21121.41,38.959625
1908.5114,21121.41,38.960457
1908.5162,21121.408,38.961678
1908.523,21121.408,38.958065
1908.5277,21121.406,38.960094
1908.5334,21121.404,38.958782
1908.5382,21121.404,38.961086
1908.5437,21121.402,38.961037
1908.5498,21121.402,38.958847
1908.554,21121.4,38.962555
1908.5609,21121.4,38.95884
1908.5668,21121.398,38.95737
1908.5725,21121.396,38.957188
1908.5782,21121.396,38.95651
1908.5831,21121.395,38.95845
1908.5892,21121.395,38.95657
1908.5942,21121.393,38.958298
1908.6013,21121.39,38.95421
1908.6061,21121.39,38.95612
1908.6113,21121.389,38.957172
1908.6178,21121.389,38.954998
1908.6233,21121.387,38.955086
1908.6282,21121.387,38.956863
1908.6342,21121.385,38.956146
1908.6385,21121.383,38.958782
1908.6459,21121.383,38.9551
1908.6516,21121.38,38.95485
1908.655,21121.38,38.96064
1908.661,21121.379,38.959415
1908.6674,21121.377,38.957867
1908.6733,21121.377,38.957207
1908.6796,21121.375,38.95584
1908.6847,21121.375,38.957283
1908.6902,21121.373,38.95809
1908.6964,21121.371,38.956512
1908.7031,21121.371,38.954357
1908.708,21121.37,38.956547
1908.7125,21121.37,38.958897
1908.7201,21121.367,38.955223
1908.7247,21121.365,38.95766
1908.7299,21121.365,38.95917
1908.7379,21121.363,38.95414
1908.7422,21121.363,38.9578
1908.7466,21121.361,38.960445
1908.7527,21121.361,38.960266
1908.7594,21121.36,38.95849
1908.7643,21121.357,38.96084
1908.771,21121.357,38.95855
1908.777,21121.355,38.958435
1908.7834,21121.354,38.957405
1908.7881,21121.354,38.959694
1908.7954,21121.352,38.956913
1908.8002,21121.352,38.959545
1908.8068,21121.35,38.957848
1908.8126,21121.348,38.958244
1908.8182,21121.348,38.959137
1908.8239,21121.346,38.96003
1908.8306,21121.344,38.95839
1908.8367,21121.344,38.958176
1908.8425,21121.342,38.95839
1908.8479,21121.342,38.959755
1908.855,21121.34,38.95785
1908.8605,21121.338,38.958485
1908.8683,21121.336,38.95551
1908.8722,21121.336,38.959824
1908.8789,21121.334,38.95889
1908.8853,21121.334,38.958054
1908.8894,21121.332,38.961994
1908.8975,21121.33,38.95843
1908.904,21121.33,38.95719
1908.9095,21121.328,38.958782
1908.9161,21121.326,38.958115
1908.9219,21121.326,38.95927
1908.9288,21121.324,38.957443
1908.9349,21121.322,38.95798
1908.9404,21121.322,38.959038
1908.9462,21121.32,38.96004
1908.9547,21121.318,38.955986
1908.9592,21121.318,38.959095
1908.9648,21121.316,38.960335
1908.9716,21121.316,38.95987
1908.978,21121.314,38.959606
1908.9862,21121.312,38.956028
1908.9908,21121.312,38.959293
1909.0004,21121.31,38.953903
1909.0046,21121.309,38.95753
1909.01,21121.309,38.959297
1909.017,21121.307,38.958767
1909.0247,21121.305,38.95613
1909.0326,21121.303,38.953705
1909.0388,21121.303,38.954247
1909.0424,21121.3,38.959583
1909.0505,21121.299,38.956387
1909.0577,21121.299,38.955555
1909.0634,21121.297,38.956684
1909.0687,21121.297,38.959076
1909.0748,21121.295,38.959938
1909.0817,21121.293,38.959557
1909.0885,21121.291,38.95888
1909.0973,21121.291,38.955555
1909.1023,21121.29,38.958443
1909.1085,21121.287,38.958843
1909.1166,21121.287,38.956676
1909.1227,21121.285,38.957886
1909.1304,21121.283,38.956398
1909.1361,21121.281,38.957714
1909.1411,21121.281,38.96093
1909.1489,21121.28,38.95922
1909.1548,21121.28,38.960438
1909.1647,21121.275,38.95567
1909.1718,21121.275,38.95557
1909.178,21121.273,38.956165
1909.1849,21121.271,38.95631
1909.1893,21121.271,38.96019
1909.1973,21121.27,38.958366
1909.2062,21121.268,38.955444
1909.212,21121.268,38.957314
1909.2195,21121.266,38.956387
1909.2252,21121.264,38.958267
1909.2335,21121.262,38.956703
1909.2385,21121.262,38.95931
1909.2466,21121.26,38.957985
1909.2556,21121.258,38.955204
1909.2599,21121.258,38.959152
1909.2701,21121.254,38.954563
1909.2754,21121.254,38.95765
1909.283,21121.252,38.957005
1909.29,21121.25,38.95713
1909.2975,21121.25,38.95674
1909.3026,21121.248,38.960087
1909.3112,21121.246,38.957787
1909.3204,21121.244,38.95505
1909.3257,21121.244,38.958233
1909.3336,21121.242,38.957012
1909.344,21121.24,38.952976
1909.3481,21121.238,38.957577
1909.3547,21121.238,38.95881
1909.3643,21121.236,38.95548
1909.3689,21121.234,38.959587
1909.3754,21121.234,38.961033
1909.3839,21121.232,38.959435
1909.394,21121.23,38.955914
1909.4019,21121.229,38.955715
1909.407,21121.227,38.9587
1909.4153,21121.225,38.957916
1909.4244,21121.223,38.955936
1909.4324,21121.223,38.955242
1909.4379,21121.22,38.95828
1909.446,21121.219,38.957794
1909.454,21121.217,38.95717
1909.4619,21121.215,38.95708
1909.4707,21121.215,38.955902
1909.4796,21121.213,38.954136
1909.4869,21121.21,38.95497
1909.4951,21121.209,38.954567
1909.5034,21121.207,38.95429
1909.5074,21121.207,38.958866
1909.5187,21121.203,38.95492
1909.5282,21121.201,38.952885
1909.5316,21121.201,38.958553
1909.5419,21121.2,38.955803
1909.5491,21121.197,38.95699
1909.5581,21121.195,38.955498
1909.5665,21121.193,38.955193
1909.5758,21121.193,38.953953
1909.5835,21121.191,38.95427
1909.5892,21121.19,38.957527
1909.5984,21121.188,38.9563
1909.6069,21121.186,38.9558
1909.6165,21121.184,38.954254
1909.6244,21121.182,38.954918
1909.6315,21121.182,38.95649
1909.6426,21121.18,38.953053
1909.6509,21121.178,38.95315
1909.659,21121.176,38.953743
1909.6677,21121.174,38.954136
1909.676,21121.172,38.953598
1909.6842,21121.17,38.953987
1909.692,21121.168,38.95465
1909.7035,21121.166,38.951637
1909.7101,21121.164,38.953976
1909.7194,21121.162,38.953056
1909.7275,21121.162,38.953777
1909.7363,21121.16,38.953823
1909.7461,21121.158,38.952423
1909.7548,21121.156,38.952698
1909.7648,21121.154,38.95153
1909.772,21121.152,38.95352
1909.7811,21121.15,38.95293
1909.7894,21121.148,38.953716
1909.7975,21121.146,38.954845
1909.8064,21121.145,38.95475
1909.8153,21121.145,38.955025
1909.8248,21121.143,38.954628
1909.8364,21121.139,38.951702
1909.8434,21121.139,38.954254
1909.8555,21121.135,38.95123
1909.863,21121.133,38.952755
1909.8715,21121.133,38.953762
1909.8802,21121.13,38.954422
1909.8904,21121.129,38.953346
1909.8999,21121.127,38.95332
1909.9094,21121.125,38.953403
1909.9183,21121.123,38.954002
1909.9287,21121.121,38.952866
1909.9377,21121.12,38.953545
1909.9474,21121.117,38.953735
1909.957,21121.115,38.95339
1909.9662,21121.113,38.95398
1909.9779,21121.11,38.952126
1909.9865,21121.11,38.95312
