355934145	28254251	34422
355933308	28254149	34594
355931622	28253948	34740
355930737	28253851	34529
355929899	28253750	34628
355929049	28253653	34578
355928213	28253553	34660
355927349	28253453	34644
355926500	28253356	34558
355925662	28253259	34567
355924817	28253161	34526
355923986	28253063	34573
355923131	28252963	34603
355922300	28252865	34620
355921468	28252767	34656
355920621	28252668	34694
355918960	28252475	34669
355917291	28252284	34540
355916435	28252188	34419
355915614	28252091	34458
355914799	28251995	34517
355913955	28251896	34509
355913144	28251800	34587
355912320	28251705	34554
355911519	28251608	34676
355908196	28251234	34216
355907375	28251137	34280
355906561	28251042	34269
355904946	28250856	34222
355904142	28250762	34212
355903338	28250664	34359
355902530	28250572	34294
355901726	28250481	34210
355900905	28250387	34153
355900114	28250293	34207
355899306	28250204	34056
355898525	28250109	34173
355897743	28250017	34222
355896944	28249921	34310
355896152	28249830	34267
355895360	28249740	34211
355894557	28249646	34220
355893792	28249553	34357
355889067	28249018	33843
355888286	28248925	33892
355887500	28248838	33765
355885961	28248661	33686
355885205	28248571	33734
355884435	28248481	33759
355883673	28248393	33733
355882907	28248306	33664
355881413	28248130	33743
355880638	28248041	33702
355879909	28247951	33863
355879172	28247864	33925
355877677	28247688	33991
355876949	28247601	34053
355876218	28247515	34110
355875483	28247428	34149
355874739	28247340	34196
355873291	28247169	34274
355872553	28247085	34202
355871820	28246999	34244
355871103	28246914	34296
355868913	28246663	34177
355867464	28246499	34022
355865314	28246250	33980
355864623	28246167	34077
355863220	28246004	34061
355862520	28245919	34160
355861845	28245837	34295
355860467	28245673	34436
355859790	28245592	34502
355859117	28245511	34594
355858455	28245429	34754
355854330	28244958	34461
355852976	28244804	34349
355851632	28244650	34281
355850996	28244572	34410
355850340	28244496	34422
355849687	28244417	34529
355849050	28244340	34609
355848394	28244266	34546
355847762	28244189	34650
355847107	28244116	34569
355846454	28244040	34571
355844516	28243817	34472
355843242	28243673	34352
355842612	28243600	34352
355841362	28243453	34389
355840725	28243383	34271
355839505	28243238	34400
355838887	28243168	34343
355838283	28243096	34385
355837693	28243026	34450
355837095	28242956	34467
355836508	28242883	34647
355835905	28242814	34608
355835302	28242746	34531
355834663	28242678	34328
355833517	28242540	34489
355832332	28242406	34373
355831730	28242338	34304
355831159	28242271	34332
355830563	28242206	34199
355830010	28242140	34275
355829457	28242071	34447
355828879	28242006	34350
355828312	28241942	34309
355827771	28241875	34434
355827222	28241809	34524
355822268	28241246	34156
355821722	28241185	34070
355820144	28241003	34043
355819613	28240945	33942
355819085	28240886	33873
355818602	28240826	33993
355818091	28240766	34042
355817587	28240708	34020
355817063	28240651	33887
355816576	28240591	34002
355816103	28240533	34108
355815621	28240476	34159
355812719	28240142	34096
355812275	28240088	34212
355811801	28240032	34225
355811343	28239978	34260
355810848	28239927	34074
355810425	28239871	34307
355809997	28239818	34420
355809557	28239765	34485
355809103	28239714	34444
355808663	28239662	34484
355805088	28239267	33869
355803882	28239122	34073
355802626	28238983	33880
355802275	28238936	34102
355801898	28238890	34170
355801127	28238800	34233
355800340	28238713	34116
355799996	28238667	34312
355798128	28238456	34182
355797779	28238415	34214
355797437	28238373	34308
355797028	28238334	34008
355796730	28238293	34241
355796401	28238253	34314
355795687	28238176	34165
355795363	28238137	34206
355794726	28238062	34278
355794355	28238024	34099
355792200	28237776	34140
355791887	28237741	34096
355789346	28237455	33934
355788749	28237398	33555
355788587	28237367	33997
355788347	28237337	34067
355788104	28237309	34080
355787862	28237282	34079
355787361	28237227	33987
355786019	28237075	33970
355785854	28237050	34210
355785645	28237026	34203
355785451	28237003	34257
355785231	28236981	34144
355785045	28236958	34209
355784842	28236936	34176
355784663	28236915	34207
355784497	28236893	34307
355784315	28236872	34326
355784135	28236852	34314
355783796	28236813	34361
355782524	28236674	34231
355782405	28236658	34314
355782256	28236643	34270
355780251	28236462	33929
355782416	28236724	34222
355782518	28236742	34059
355783838	28236894	34371
355784175	28236937	34324
355784321	28236960	34165
355784524	28236982	34250
355784713	28237004	34260
355784906	28237027	34283
355785098	28237051	34255
355785278	28237076	34179
355785479	28237100	34187
355785675	28237125	34145
355785889	28237150	34164
355787445	28237339	34148
355787680	28237368	34149
355787904	28237397	34064
355788153	28237427	34075
355788391	28237457	34045
355788634	28237488	33981
355788885	28237518	33986
355789398	28237581	33949
355791651	28237847	34125
355791930	28237882	34067
355792233	28237919	34062
355794772	28238217	34275
355795424	28238296	34270
355795754	28238335	34260
355796051	28238376	34085
355796429	28238417	34219
355797146	28238499	34361
355797480	28238542	34261
355798198	28238627	34308
355798523	28238670	34147
355801168	28238984	34244
355801517	28239031	34066
355801903	28239077	34054
355802301	28239126	34033
355803909	28239318	34029
355804322	28239366	34050
355804725	28239416	34016
355805138	28239466	33993
355809604	28239981	34577
355810009	28240036	34354
355810453	28240090	34301
355810917	28240145	34309
355811360	28240201	34212
355811820	28240256	34208
355812269	28240312	34117
355812743	28240367	34168
355816109	28240772	34050
355816586	28240831	33962
355817084	28240892	33915
355817597	28240951	33986
355818114	28241009	34082
355818608	28241072	33960
355819104	28241133	33901
355819633	28241192	34008
355820158	28241254	34053
355820642	28241316	33895
355822792	28241567	34043
355827221	28242081	34460
355827757	28242148	34379
355828307	28242215	34322
355828875	28242281	34363
355829427	28242348	34318
355830021	28242416	34400
355831144	28242552	34309
355831730	28242622	34297
355832333	28242689	34455
355835886	28243107	34591
355836479	28243180	34512
355837083	28243251	34532
355837665	28243324	34410
355838263	28243395	34407
355838862	28243468	34346
355839474	28243543	34278
355840087	28243615	34304
355840703	28243688	34299
355841328	28243761	34356
355841952	28243837	34287
355842570	28243910	34282
355843210	28243984	34351
355844473	28244133	34396
355847050	28244435	34527
355847722	28244512	34612
355848370	28244588	34631
355849654	28244743	34546
355850303	28244824	34421
355850944	28244903	34323
355851602	28244981	34336
355852914	28245138	34289
355853604	28245218	34349
355854263	28245298	34288
355858402	28245774	34786
355859088	28245859	34674
355859749	28245942	34508
355860423	28246024	34448
355861134	28246108	34459
355861803	28246191	34313
355862490	28246275	34234
355863165	28246359	34100
355863858	28246443	34059
355864569	28246528	34009
355865270	28246612	33980
355865973	28246696	33970
355868139	28246949	34087
355871049	28247289	34252
355871765	28247376	34194
355872516	28247462	34289
355873248	28247548	34311
355874692	28247723	34190
355875410	28247811	34083
355876167	28247900	34104
355876907	28247988	34102
355877633	28248077	34009
355878387	28248167	33987
355879124	28248256	33931
355879856	28248346	33832
355881342	28248525	33726
355882118	28248616	33774
355882865	28248705	33732
355883622	28248795	33733
355884393	28248883	33846
355885132	28248979	33560
355886685	28249157	33775
355888237	28249340	33796
355889003	28249432	33743
355891382	28249703	34125
355893730	28249976	34295
355894519	28250072	34199
355895311	28250164	34254
355896885	28250350	34297
355897687	28250447	34234
355898468	28250541	34179
355899252	28250636	34106
355900054	28250728	34182
355900839	28250824	34103
355901665	28250919	34184
355903282	28251105	34377
355904088	28251204	34255
355904887	28251300	34215
355906514	28251489	34342
355907313	28251586	34242
355908135	28251685	34190
355908945	28251781	34184
355912261	28252163	34559
355913080	28252261	34524
355913899	28252358	34520
355914731	28252459	34435
355915562	28252555	34500
355916388	28252652	34517
355918071	28252847	34649
355918900	28252946	34630
355919731	28253043	34673
355921419	28253242	34710
355922245	28253343	34599
355923081	28253440	34651
355923926	28253545	34496
355924768	28253642	34549
355925613	28253741	34608
355926455	28253840	34612
355927301	28253939	34672
355928170	28254039	34738
355929005	28254141	34625
355929853	28254241	34650
355930714	28254345	34567
355931539	28254444	34533
355934103	28254750	34425
355934970	28254855	34333
355936682	28255056	34385
355939285	28255360	34518
355940151	28255460	34606
355941014	28255561	34638
355941892	28255666	34594
355942748	28255772	34453
355943619	28255871	34587
355944482	28255975	34521
355945347	28256077	34519
355946235	28256183	34479
355947091	28256289	34328
355947961	28256393	34284
355948831	28256496	34297
355949725	28256601	34321
355950592	28256706	34235
355951473	28256808	34312
355952343	28256911	34277
355953220	28257014	34306
355954111	28257123	34177
355955876	28257328	34331
355956774	28257433	34348
355957656	28257539	34311
355958530	28257643	34268
355959414	28257748	34251
355960304	28257860	34021
355961188	28257965	34024
355962065	28258073	33884
355962950	28258177	33882
355963847	28258289	33699
355964734	28258394	33699
355965621	28258499	33674
355966511	28258603	33706
355967401	28258709	33707
355968312	28258817	33702
355969200	28258923	33642
355970094	28259030	33614
355971009	28259137	33661
355971909	28259240	33753
355972803	28259344	33809
355973697	28259451	33772
355974597	28259555	33866
355975518	28259658	34048
355977328	28259862	34390
355978242	28259974	34249
355979140	28260080	34253
355980030	28260191	34083
355980932	28260297	34095
355981828	28260402	34120
355983657	28260613	34310
355984554	28260723	34181
355987294	28261039	34435
355988197	28261143	34509
355989092	28261254	34346
355990023	28261364	34340
355990924	28261469	34397
355992761	28261682	34551
355993668	28261786	34655
355994575	28261894	34634
355995478	28261999	34670
355996382	28262108	34601
355997311	28262219	34582
356000061	28262537	34817
356000972	28262637	35051
356003700	28262957	35071
356004628	28263063	35127
356005531	28263172	35034
356006443	28263279	35004
356007345	28263387	34906
356008276	28263498	34815
356009184	28263607	34719
356010091	28263715	34617
356011923	28263942	34166
356012841	28264052	34066
356013747	28264158	34048
356014659	28264263	34106
356015592	28264377	33947
356016501	28264482	33981
356017414	28264588	33985
356018322	28264695	33921
356019231	28264801	33933
356020164	28264913	33827
356021073	28265021	33772
356021984	28265126	33792
356023827	28265339	33861
356024739	28265444	33902
356025647	28265549	33944
356026560	28265655	33943
356027492	28265757	34168
356028401	28265860	34269
356029311	28265970	34158
356030244	28266081	34067
356031149	28266190	33945
356032060	28266296	33948
356032967	28266400	34022
356033876	28266503	34108
356034807	28266610	34158
356035716	28266719	34059
356036636	28266829	33973
356037540	28266933	34024
356038441	28267040	33952
356040278	28267254	33966
356041190	28267362	33921
356042115	28267467	34015
356043020	28267569	34109
356043927	28267673	34185
356044827	28267775	34261
356046657	28267986	34361
356047559	28268087	34484
356049392	28268299	34557
356050294	28268403	34601
356051199	28268512	34489
356052100	28268617	34465
356053005	28268722	34498
356053923	28268827	34564
356054828	28268932	34580
356055728	28269038	34553
356056652	28269147	34496
356057555	28269255	34396
356058450	28269358	34446
356059347	28269460	34541
356060251	28269570	34392
356061170	28269677	34408
356062075	28269787	34249
356062974	28269893	34184
356064789	28270104	34213
356065682	28270208	34213
356066579	28270311	34276
356067470	28270416	34226
356068387	28270523	34242
356069280	28270627	34238
356070172	28270730	34285
356071062	28270834	34264
356071978	28270943	34207
356072874	28271051	34081
356073760	28271153	34112
356074650	28271258	34087
356075539	28271349	34501
356077303	28271550	34661
356078212	28271656	34665
356079099	28271761	34600
356080857	28271959	34859
356081732	28272059	34908
356084408	28272378	34681
356085281	28272476	34808
356086178	28272581	34786
356087060	28272684	34803
356087938	28272790	34657
356088823	28272897	34549
356089723	28273004	34481
356090611	28273114	34256
356091472	28273209	34418
356092358	28273319	34208
356093253	28273425	34148
356094129	28273530	34057
356095009	28273638	33879
356095885	28273743	33764
356096750	28273844	33787
356097627	28273943	33892
356098507	28274051	33704
356099378	28274155	33610
356100250	28274252	33787
356101111	28274353	33756
356101973	28274454	33745
356102833	28274555	33735
356103688	28274652	33806
356105424	28274856	33764
356106267	28274949	33924
356107137	28275049	33980
356107979	28275144	34085
356108830	28275242	34141
356109674	28275340	34166
356110512	28275432	34348
356111374	28275532	34382
356112230	28275634	34284
356113073	28275732	34299
356113943	28275835	34242
356114778	28275931	34307
356115616	28276027	34355
356116455	28276125	34353
356117297	28276224	34321
356118992	28276422	34309
356119814	28276514	34453
356120661	28276612	34493
356121491	28276707	34531
356122322	28276805	34515
356123153	28276903	34480
356123974	28276997	34538
356124815	28277093	34606
356125631	28277187	34646
356126453	28277281	34694
356127261	28277373	34786
356128112	28277474	34712
356129747	28277666	34693
356130569	28277763	34650
356131399	28277860	34658
356132198	28277949	34796
356133015	28278047	34711
356134627	28278234	34740
356136280	28278434	34487
356139567	28278836	33866
356140353	28278925	33971
356141132	28279012	34081
356141956	28279110	34028
356142746	28279203	34016
356143524	28279290	34122
356144303	28279379	34203
356145108	28279473	34188
356145884	28279562	34245
356147442	28279743	34286
356148237	28279839	34165
356149027	28279930	34195
356149801	28280021	34192
356150571	28280109	34239
356151358	28280201	34251
356152128	28280291	34255
356152874	28280372	34440
356154409	28280554	34362
356155966	28280739	34233
356157511	28280923	34129
356158268	28281012	34092
356159016	28281098	34130
356159760	28281184	34180
356160497	28281268	34255
356161250	28281353	34346
356161990	28281438	34384
356162743	28281529	34293
356163504	28281619	34247
356164230	28281700	34361
356164962	28281786	34370
356165700	28281873	34322
356166427	28281957	34368
356167170	28282043	34398
356170840	28282480	34090
356171550	28282562	34137
356172252	28282641	34221
356172966	28282721	34352
356173661	28282799	34474
356174362	28282880	34490
356175083	28282964	34510
356175781	28283044	34558
356176458	28283118	34736
356177882	28283290	34517
356178607	28283379	34401
356179299	28283459	34413
356180005	28283544	34313
356181406	28283711	34222
356182774	28283872	34190
356184815	28284110	34191
356186175	28284273	34061
356186870	28284356	33996
356187508	28284426	34162
356188176	28284505	34119
356188825	28284579	34193
356189474	28284650	34350
356190809	28284812	34146
356191457	28284888	34158
356192124	28284966	34155
356192772	28285042	34124
356193403	28285115	34172
356194028	28285184	34284
356195317	28285336	34267
356196588	28285487	34186
356197228	28285560	34226
356197853	28285634	34200
356198462	28285702	34299
356199073	28285773	34348
356199683	28285843	34384
356200323	28285920	34305
356200921	28285987	34397
356201535	28286060	34359
356204576	28286420	34207
356205184	28286492	34195
356205754	28286555	34317
356206333	28286621	34383
356206933	28286692	34352
356207498	28286755	34461
356208061	28286818	34557
356208634	28286885	34566
356209787	28287019	34606
356210364	28287088	34554
356210929	28287154	34551
356211506	28287224	34467
356212067	28287290	34457
356212619	28287352	34554
356213734	28287484	34502
356214313	28287555	34389
356215381	28287677	34496
356219184	28288133	34144
356221276	28288382	34011
356221757	28288433	34175
356222233	28288485	34313
356222723	28288539	34448
356224726	28288778	34305
356225214	28288833	34364
356225690	28288888	34395
356226160	28288941	34458
356226688	28289010	34227
356228108	28289178	34177
356228564	28289230	34244
356229015	28289279	34362
356229488	28289337	34280
356229943	28289390	34290
356230375	28289438	34398
356230821	28289488	34484
356231259	28289538	34517
356231684	28289585	34605
356233443	28289793	34564
356233890	28289849	34453
356234296	28289892	34602
356234719	28289943	34589
356237233	28290246	34332
356237649	28290295	34306
356238436	28290388	34297
356238822	28290433	34310
356239209	28290479	34291
356241874	28290799	34074
356243312	28290971	34002
356243685	28291018	33906
356244326	28291087	34106
356244672	28291130	34049
356245660	28291246	34079
356245984	28291284	34069
356246962	28291404	33933
356247224	28291428	34165
356247565	28291474	33975
356248739	28291608	34109
356250432	28291811	34042
356250695	28291842	34052
356250969	28291874	34046
356251214	28291902	34104
356251455	28291928	34180
356253169	28292132	34153
356253374	28292154	34253
356253607	28292183	34220
356254214	28292248	34451
356254630	28292298	34444
356255627	28292418	34402
356255838	28292446	34306
356256196	28292489	34319
356256381	28292513	34250
356256527	28292526	34384
356256705	28292548	34358
356256881	28292572	34288
356257017	28292584	34413
356258566	28292773	34358
356258651	28292779	34510
356258758	28292791	34540
356258873	28292805	34533
356258982	28292819	34518
356259073	28292829	34570
356259179	28292842	34555
356259261	28292851	34611
356259364	28292865	34563
356259434	28292871	34642
356259535	28292886	34562
356259601	28292892	34647
356259685	28292903	34620
356259751	28292911	34647
356259834	28292922	34589
356259888	28292928	34639
356259967	28292940	34560
356260009	28292943	34652
356260063	28292950	34664
356260133	28292960	34590
356260171	28292964	34630
356260227	28292973	34585
356260268	28292978	34581
356260292	28292980	34650
356260318	28292983	34675
356260353	28292988	34651
356260393	28292995	34589
356260407	28292996	34637
356260426	28292999	34635
356260435	28293000	34669
356260452	28293003	34647
356260476	28293009	34569
356260456	28293004	34686
356260466	28293007	34643
356260471	28293009	34613
356260465	28293009	34611
356260447	28293007	34639
356260418	28293003	34671
356260402	28293002	34668
356260379	28293000	34676
356260357	28292999	34658
356260322	28292994	34689
356260304	28292995	34627
356260281	28292995	34565
356260218	28292985	34672
356260193	28292985	34597
356260136	28292978	34635
356260084	28292973	34637
356260026	28292966	34650
356259969	28292960	34643
356259912	28292955	34618
356259840	28292947	34654
356259789	28292944	34579
356259725	28292938	34546
356259666	28292934	34456
356259547	28292916	34634
356259474	28292909	34593
356259387	28292900	34593
356259296	28292890	34599
356259216	28292883	34537
356259116	28292872	34534
356259015	28292862	34525
356258908	28292850	34534
356258803	28292839	34505
356258689	28292826	34512
356258587	28292817	34451
356258480	28292807	34409
356257074	28292650	34412
356256901	28292629	34477
356256763	28292617	34364
356256608	28292602	34292
356256456	28292588	34202
356256267	28292564	34276
356256114	28292551	34161
356255697	28292497	34403
356254552	28292374	34216
356254333	28292348	34259
356253896	28292297	34293
356253682	28292275	34254
356253475	28292253	34185
356253251	28292228	34169
356253025	28292204	34128
356251314	28292011	34124
356251054	28291982	34095
356250807	28291957	34024
356250544	28291927	34033
356249157	28291769	34049
356247383	28291568	34025
356247063	28291530	34093
356246133	28291426	34023
356245797	28291386	34100
356245476	28291350	34079
356244802	28291271	34145
356244499	28291242	33981
356244148	28291199	34069
356243807	28291160	34063
356243473	28291124	33995
356243126	28291085	33995
356241677	28290917	34103
356240183	28290745	34147
356239390	28290650	34301
356239017	28290608	34271
356237857	28290477	34225
356237435	28290427	34295
356237029	28290380	34335
356234525	28290089	34506
356234087	28290038	34535
356233678	28289993	34455
356233236	28289941	34516
356232804	28289893	34477
356231498	28289745	34435
356231050	28289693	34476
356230610	28289645	34372
356230159	28289594	34369
356229721	28289546	34304
356229264	28289495	34242
356228807	28289443	34232
356228357	28289394	34172
356225930	28289108	34458
356225483	28289063	34235
356224973	28289001	34356
356224514	28288953	34213
356222493	28288717	34379
356222013	28288665	34284
356221531	28288614	34132
356219477	28288379	34120
356218930	28288315	34179
356215676	28287930	34572
356215150	28287872	34510
356214600	28287808	34533
356214055	28287748	34469
356213530	28287692	34332
356212396	28287556	34532
356211841	28287496	34410
356211310	28287439	34267
356210720	28287367	34437
356210147	28287300	34470
356209556	28287230	34546
356207837	28287033	34555
356207292	28286976	34348
356206106	28286839	34387
356205539	28286778	34272
356204948	28286713	34173
356204346	28286642	34249
356203133	28286499	34363
356201923	28286361	34339
356201310	28286290	34377
356200086	28286151	34328
356199470	28286079	34354
356198861	28286011	34305
356198246	28285941	34294
356197643	28285875	34190
356196387	28285732	34127
356195758	28285659	34152
356195097	28285581	34237
356194465	28285510	34199
356193193	28285364	34207
356192560	28285293	34145
356191911	28285220	34075
356191264	28285146	34082
356190621	28285072	34070
356189274	28284913	34216
356188623	28284839	34217
356187982	28284769	34093
356187315	28284691	34131
356186652	28284619	34005
356185983	28284541	34036
356184618	28284382	34134
356183255	28284222	34228
356182570	28284142	34290
356181896	28284065	34273
356180502	28283903	34327
356179808	28283821	34403
356179099	28283739	34438
356178424	28283665	34328
356176286	28283408	34703
356175576	28283327	34672
356174892	28283253	34544
356174189	28283172	34546
356173494	28283095	34430
356172790	28283019	34287
356172095	28282942	34178
356171387	28282862	34156
356170676	28282781	34134
356169948	28282699	34079
356166996	28282349	34423
356166273	28282267	34390
356165548	28282185	34357
356164083	28282018	34327
356163332	28281931	34336
356162592	28281845	34366
356161862	28281764	34271
356161103	28281677	34281
356160364	28281593	34230
356159629	28281512	34124
356158881	28281426	34130
356158137	28281342	34067
356157367	28281253	34084
356156591	28281159	34271
356155840	28281073	34247
356155055	28280980	34326
356154285	28280890	34408
356153530	28280805	34335
356152754	28280713	34423
356152002	28280630	34313
356151226	28280543	34246
356150464	28280457	34193
356149695	28280369	34171
356148900	28280276	34215
356148128	28280189	34188
356147365	28280104	34074
356146575	28280011	34171
356145789	28279920	34194
356145006	28279835	34029
356144213	28279741	34097
356143436	28279654	34028
356142622	28279559	34094
356141834	28279467	34113
356141052	28279380	34033
356140261	28279289	34027
356139488	28279207	33811
356138657	28279106	33979
356135388	28278712	34616
356133751	28278521	34684
356132949	28278431	34632
356132117	28278334	34660
356131300	28278238	34728
356130489	28278145	34733
356129684	28278055	34653
356128858	28277957	34765
356128022	28277860	34770
356126396	28277677	34661
356125553	28277579	34687
356124733	28277485	34683
356123918	28277395	34562
356123103	28277303	34498
356121420	28277107	34579
356120592	28277013	34528
356118930	28276829	34289
356118115	28276742	34078
356117252	28276634	34383
356116415	28276537	34391
356115586	28276445	34293
356113885	28276250	34278
356113038	28276150	34337
356112199	28276055	34292
356111342	28275960	34189
356110488	28275859	34281
356109650	28275766	34149
356108807	28275671	34093
356107958	28275575	34056
356107090	28275476	34018
356106245	28275382	33907
356105394	28275285	33866
356104522	28275186	33830
356103674	28275091	33752
356102817	28274993	33718
356101959	28274895	33704
356101095	28274794	33765
356100220	28274696	33682
356099357	28274596	33694
356098493	28274497	33695
356096731	28274288	33895
356095870	28274192	33804
356093222	28273876	34175
356092350	28273775	34211
356090577	28273566	34370
356087935	28273253	34685
356087061	28273151	34731
356085283	28272948	34711
356084403	28272845	34772
356083508	28272744	34682
356081729	28272531	34962
356080857	28272435	34819
356079072	28272233	34702
356078190	28272133	34686
356076406	28271931	34549
356075520	28271829	34553
356073767	28271641	34103
356072882	28271541	34035
356071970	28271434	34110
356071075	28271329	34168
356070187	28271229	34101
356069292	28271124	34192
356068375	28271016	34264
356067479	28270913	34274
356066587	28270809	34323
356065695	28270709	34217
356064775	28270602	34266
356063887	28270506	34049
356062062	28270288	34314
356061161	28270182	34392
356060262	28270077	34459
356059365	28269974	34464
356058464	28269869	34506
356057548	28269765	34443
356056647	28269662	34425
356055744	28269555	34532
356054842	28269450	34578
356053919	28269346	34518
356053020	28269243	34490
356052117	28269139	34500
356051216	28269037	34449
356048485	28268726	34349
356047576	28268620	34382
356046650	28268513	34415
356045749	28268414	34255
356044844	28268309	34284
356043944	28268207	34233
356043040	28268107	34088
356042110	28268002	34037
356041206	28267901	33925
356040299	28267798	33883
356039393	28267694	33879
356038480	28267585	34019
356037551	28267478	33991
356036640	28267374	33995
356033892	28267053	34156
356032985	28266949	34125
356031169	28266742	34086
356030238	28266633	34133
356029331	28266529	34130
356028418	28266424	34110
356027489	28266316	34147
356026577	28266214	34053
356025668	28266112	33960
356024755	28266013	33774
356023845	28265907	33833
356022911	28265797	33892
356022004	28265696	33783
356021089	28265594	33688
356019253	28265379	33812
356018341	28265270	33944
356017433	28265167	33895
356016520	28265059	33997
356015592	28264952	34000
356014679	28264845	34060
356013769	28264743	33989
356012834	28264631	34119
356011927	28264526	34150
356009204	28264196	34741
356008277	28264085	34881
356007369	28263979	34947
356006463	28263873	35007
356005533	28263765	35019
356004617	28263658	35087
356003716	28263553	35150
356002810	28263448	35151
356001896	28263346	35027
356000970	28263239	35005
356000058	28263133	34983
355997307	28262822	34660
355996402	28262718	34622
355995496	28262612	34611
355994594	28262506	34637
355993667	28262397	34671
355991850	28262193	34415
355990942	28262091	34300
355990019	28261978	34481
355989116	28261875	34405
355988214	28261766	34531
355987310	28261662	34475
355986382	28261556	34397
355985477	28261452	34343
355984572	28261349	34252
355983670	28261246	34200
355981847	28261034	34179
